car_id,license_plate,brand,model,year,vin,color,owner_id
610,AС624 97,Kia,Optima,2014,KZMSBDVU3VWT21732,Сливовый,940
611,K1368 12,Lada,Niva,2019,UPXJ5TGE4XPT66633,Розовато-лавандовый,602
612,НK7777 186,Volkswagen,Golf,2003,P9HMZET5XJKAC8837,Цвет морской волны,425
613,0424MН 02,Toyota,Camry,2018,BNRY408X85S718295,Темно-серый,603
614,Х3294 01,Volkswagen,Polo,2003,EZ2KDYG651ZRL2698,Темно-фиолетовый,577
615,A199РA 80,Lada,Granta,2017,ZDD6F9K33JBN32759,Черный,902
616,Н5557 53,Kia,Sportage,2008,RD051Y1M4XDJ86055,Бежевый,393
617,0066BО 16,Hyundai,Tucson,2019,MC6VRS2A5W6Z64456,Темно-красный,485
618,KХ975 197,Lada,Vesta,2008,MPGS2RCH7CFAK2605,Светло-желтый,413
619,006T966 12,Toyota,RAV4,2019,8ZWL3J7JXKVGM0363,Сине-фиолетовый,698
620,ХО937 113,Hyundai,Solaris,2012,AAD2JJD59LMV22134,Лазурный,911
621,E6687 88,Kia,Optima,2007,F4RDTNVC64J7F7151,Серый,51
622,Р6795 37,Hyundai,Creta,2011,99HRXDW6XMV899675,Аквамарин,21
623,5402СХ 150,Kia,Sportage,2009,KD9RVSH89HUZS3667,Светло-желтый,288
624,С863ТB 152,Hyundai,Tucson,2021,8FL3J4JJXW4V94742,Фуксия,101
625,MН7861 14,Toyota,Camry,2009,MGWAXH4W68GR15193,Темно-зеленый,998
626,С8035 72,Hyundai,Creta,2008,82PYXW1X1DBLS5013,Ярко-розовый,747
627,4631РР 16,Hyundai,Tucson,2020,SBTTVT5S3D8F13386,Темно-синий,92
628,ХО498 173,Toyota,Corolla,2006,K2GSSPHY4SKHF7053,Белый,936
629,ТУ4121 777,Hyundai,Tucson,2015,RA435BFG52A2N8280,Темно-зеленый,778
630,Н4568 174,Volkswagen,Jetta,2026,T336ADC66H8LW5240,Темно-фиолетовый,58
631,2768ОB 32,Volkswagen,Tiguan,2002,XVCFEFMU46HGL9420,Ярко-розовый,319
632,О6295 13,Volkswagen,Golf,2004,TJ51D5K53P9DG7326,Оранжевый,800
633,Н4612 14,Volkswagen,Polo,2005,EHTWBUGK7BZ8K0198,Бледно-Бирюзовый,198
634,НK425 75,Toyota,Camry,2007,9U1YZ6FZ6FG3W4751,Бледно-Бирюзовый,34
635,ТB0582 47,Hyundai,Solaris,2011,4NLHTN591U77N0690,Серебряный,722
636,3725KA 82,Toyota,Corolla,2011,8LHRKEGH9G24A2805,Серебряный,844
637,001CD9 62,Hyundai,Tucson,2012,4XYF1MC21BAR00343,Аквамарин,651
638,УН5628 53,Lada,Niva,2000,YPRNVEEF052N69943,Светло-голубой,248
639,7878EС 03,Kia,Sportage,2019,MXBZFVC1XUPJS1898,Цвет морской волны,457
640,000T745 173,Toyota,Corolla,2018,ALRW1DAV8NVM41887,Бирюзовый,565
641,2075УE 11,Kia,Sportage,2005,GS4WJD2S0YCA34847,Коралловый,858
642,УM0731 178,Kia,Optima,2026,6185B4CS0SG9U7291,Синий,706
643,006D647 15,Lada,Granta,2000,2YENBVMT0F7C15208,Оранжево-красный,396
644,B183EB 59,Lada,Vesta,2018,A34YJ5RR9R2J04308,Светло-серый,799
645,001CD6 79,Toyota,Camry,2020,9D9KRGHX4S4UW1060,Оранжево-красный,231
646,РР141 94,Toyota,Corolla,2020,834WA2ZG077W47980,Красный,420
647,ОM6585 177,Volkswagen,Polo,2024,PV2EESWL762DX9479,Светло-синий,991
648,СХ5230 89,Lada,Granta,2004,1JLDCGD252W314982,Аквамарин,663
649,ОР547 61,Toyota,RAV4,2025,CUJ6UD9MXC4CN1172,Розовато-лавандовый,9
650,BР633 07,Toyota,Corolla,2019,4G1ZU67A1KE4S5804,Темно-фиолетовый,825
651,007D211 124,Kia,Optima,2022,V7S717WT56M0T6352,Слоновая кость,659
652,УР107 02,Kia,Sportage,2012,STUHTK7J0KUMC7359,Оранжевый,873
653,M5257 77,Kia,Sportage,2008,RYXEP6RR4X27G0323,Бледно-Бирюзовый,224
654,009CD5 14,Hyundai,Creta,2021,V5N7RE0E10MT50477,Розовый,534
655,Н338MB 67,Volkswagen,Golf,2018,92UBZ6LT64N6D6030,Темный хаки,105
656,MТ635 80,Lada,Niva,2021,4YVFJY0J2R07Y4167,Красный,990
657,KA4742 37,Kia,Optima,2020,9SFKX2BM73KNG1628,Светло-синий,609
658,ОE733 121,Volkswagen,Jetta,2009,BM79WSSE6VGGW4041,Желто-зеленый,701
659,ХE4696 85,Lada,Granta,2002,M8TB5XP560KLG7135,Оранжево-красный,345
660,A0057 47,Kia,Optima,2010,M3YTTKWK48BWU1383,Лазурный,883
661,С3594 92,Kia,Sportage,2020,B9GP9J8R4K7YU0353,Розовый,729
662,MО4119 22,Kia,Rio,2004,37JWE6AZ8J1793584,Индиго,530
663,B7715 96,Toyota,Camry,2025,ZMC17VJHX1C2A7940,Васильковый,878
664,6419ТО 58,Volkswagen,Golf,2021,J30FWTGL1V91A2658,Темно-зеленый,328
665,5626AA 102,Toyota,RAV4,2000,P28Z11F190SXA0537,Бирюзовый,672
666,002T030 177,Hyundai,Creta,2008,545UAADW7PH5N6621,Розовый,929
667,Т702РХ 124,Hyundai,Creta,2012,AK0TDMFK9YHLN9263,Светло-желтый,755
668,A335НС 82,Lada,Niva,2022,NW0ZEGSD862NL8916,Светло-серый,586
669,Н0296 19,Toyota,Corolla,2023,H4K5UWLA3Z7HM0279,Темный хаки,731
670,1891РУ 29,Toyota,RAV4,2017,ZHMKXHG38BSN20926,Хаки,654
671,000CD0 05,Hyundai,Tucson,2011,NW26YJDL49MNP7529,Оранжевый,520
672,С8469 03,Kia,Rio,2026,17M89DR07JX314249,Шоколадный,674
673,BТ6724 49,Volkswagen,Tiguan,2009,U4PXYAJX4F4DM7476,Ярко-розовый,100
674,УС910 09,Hyundai,Solaris,2023,TFHWK6Z12AC1L4202,Серебряный,265
675,5733ОС 134,Volkswagen,Tiguan,2021,ZXRNVPNNXLRP22586,Пурпурный,922
676,О8782 69,Kia,Optima,2002,KZX8E3440SGMF2554,Темно-зеленый,228
677,РТ2948 750,Kia,Rio,2023,JW1J8KP35X3UM5633,Оранжево-красный,893
678,B961KС 76,Kia,Sportage,2025,PNLHAB7C2WW663241,Светло-синий,909
679,B774KО 13,Kia,Sportage,2008,G1M0V7GE6GDKX6947,Золотой,600
680,008T938 73,Kia,Sportage,2003,6S6XWRKL8C6TL8084,Васильковый,482
681,007CD9 09,Lada,Niva,2018,2LC59T2P29KMP5740,Светло-голубой,595
682,О5912 73,Volkswagen,Polo,2015,6E3YFVD79K7AF8359,Цвет морской волны,911
683,005D923 33,Toyota,RAV4,2003,P4BJNLY51HDM71627,Бирюзовый,889
684,ТE3270 27,Hyundai,Tucson,2009,D7WG39539EJHD6076,Темно-голубой,424
685,УО2633 763,Lada,Vesta,2004,SH5SBY3A46HEN5215,Сине-фиолетовый,206
686,E6850 48,Kia,Sportage,2018,KPAR40FM7G3LP4722,Фиолетовый,915
687,AО139 04,Hyundai,Solaris,2010,1HP9XPAC63PTE4087,Темно-серый,884
688,НН3859 15,Toyota,Camry,2015,0GDVKR339C1W95573,Серый,341
689,000D940 53,Toyota,Corolla,2020,GWP27WL19L3SL5665,Светло-голубой,60
690,Т2232 51,Lada,Granta,2008,B3GF24SF7UX7F1910,Золотой,215
691,НТ142 12,Toyota,RAV4,2024,0S790DAT4JMK91402,Коралловый,163
692,ХТ2430 126,Hyundai,Solaris,2004,E94127C92AGFM7892,Бежевый,630
693,007T913 81,Hyundai,Tucson,2013,EALR8YTB5TYRJ9484,Бежевый,414
694,7953ОB 90,Hyundai,Creta,2012,1C1W34SF9YC8M3602,Желто-зеленый,5
695,Х6173 174,Lada,Niva,2006,B0JLXVWC0Z05H8243,Желто-зеленый,749
696,ТE228 40,Kia,Rio,2010,C6CZLBAD50Y2J5906,Белый,776
697,Х441EM 159,Volkswagen,Tiguan,2000,AB0GPRV23EN3H8939,Зеленый,693
698,ХТ374 23,Lada,Niva,2023,NCMEDVZP7MF3H9190,Темно-розовый,255
699,5950СХ 134,Toyota,RAV4,2011,NX9EBC1165UKZ7086,Белый,320
700,ОУ4752 21,Toyota,Camry,2012,HFPRP3R97M9PG2702,Оранжевый,516
701,B556EУ 53,Volkswagen,Jetta,2005,50UTVTZ2XSKX39405,Темно-зеленый,67
702,ОM453 27,Lada,Granta,2009,2ULHE9T5XDX5N4340,Коралловый,467
703,003D109 15,Volkswagen,Jetta,2013,MTF2PF5B9HVJV2526,Светло-серый,910
704,A7644 29,Toyota,Corolla,2015,ZTE3W2W679JJ10101,Фуксия,368
705,Т2118 178,Toyota,Camry,2025,K22HG5448JB2J7231,Светло-зеленый,414
706,0640MB 88,Lada,Vesta,2007,54W3HD5226PZW5503,Светло-серый,745
707,AО0675 93,Toyota,Camry,2023,H8GEN5MS3H9WX0951,Бежевый,23
708,001CD5 41,Volkswagen,Tiguan,2003,R87M886U7DPCG2714,Коричневый,376
709,О650УM 81,Lada,Granta,2020,BLND83YC41V0L7122,Пурпурный,262
710,С524AС 85,Volkswagen,Polo,2019,U3U9LEFT8F57H0109,Серебряный,50
711,A297ХB 124,Lada,Niva,2026,BVK5MG0N830SU4345,Темный хаки,21
712,007CD3 88,Lada,Niva,2003,USUH563M3W0HC1292,Аквамарин,427
713,007D779 85,Hyundai,Creta,2003,ERWWZ51Y44ZEN0824,Синий,561
714,003T315 177,Kia,Sportage,2022,B4BFUR6R70L892017,Золотой,157
715,000D869 74,Toyota,RAV4,2021,862H1F2BXT2TE7673,Фиолетовый,646
716,KТ066 70,Lada,Granta,2013,YU1MN2234D3TB5090,Фуксия,678
717,Х556MM 716,Lada,Niva,2016,J59GDT5S93VS60502,Светло-розовый,277
718,У498KО 80,Volkswagen,Tiguan,2013,G1F96VVH1UVMP9117,Аквамарин,851
719,000T437 159,Lada,Niva,2023,C7MVN9BL6S3C40838,Темно-голубой,633
720,Р8675 68,Lada,Granta,2003,XPDL5LFGX9Y177439,Васильковый,804
721,Р037СB 01,Lada,Granta,2006,81F01Z0F42WNY4160,Сливовый,624
722,1661ТA 81,Toyota,Corolla,2026,SGKH4HEJ99AWV6162,Шоколадный,536
723,B5402 66,Toyota,Corolla,2022,2BKTNM064ZSGD8956,Темно-синий,420
724,007T453 15,Kia,Rio,2001,3BEJVT6KXVER34433,Каштановый,562
725,С753ХР 54,Hyundai,Solaris,2022,VSD7DGB20AYMA0249,Темно-синий,956
726,ОХ5121 174,Hyundai,Creta,2007,YS1T362R0VZAK6589,Шоколадный,3
727,006D582 39,Lada,Niva,2002,MG3KJM2E7CGRR9863,Светло-желтый,929
728,С449СО 11,Lada,Niva,2021,9SMEBE5N6W73J3070,Сливовый,506
729,8601НA 84,Toyota,Camry,2024,EFHL5B0G8DCY75418,Темно-бирюзовый,524
730,004D250 197,Lada,Niva,2023,KE93CN449VMM17867,Лазурный,104
731,KХ7603 67,Kia,Optima,2007,VDDR5HBG06UE07415,Каштановый,468
732,ОО4824 142,Kia,Sportage,2014,TKM5VAVP4R5GS7730,Аквамарин,52
733,Р196MA 14,Lada,Vesta,2001,40LTZCMU8XXXR2783,Темно-розовый,873
734,AE4714 61,Kia,Sportage,2025,8CVH19ATXERXP5652,Золотой,694
735,РН540 82,Kia,Sportage,2023,KZFVPNMF14GV36422,Темно-розовый,119
736,MР5839 102,Lada,Vesta,2000,5WRAV4HF6V5NE8852,Темно-оранжевый,873
737,004T302 777,Toyota,RAV4,2020,FLKHBH406KUZR9480,Розовый,175
738,009T890 92,Kia,Sportage,2014,VSCGBYAK0NVWC7711,Слоновая кость,979
739,5616EB 79,Volkswagen,Jetta,2023,DRX6FYC578SUT4031,Серебряный,96
740,006CD2 154,Kia,Sportage,2005,SUXSB5Z96B9GY2479,Серый,117
741,006T707 121,Hyundai,Creta,2014,SV6HNW0M0CL0Z7852,Бежевый,279
742,Т413РK 45,Hyundai,Tucson,2015,MH9JX75N158M65822,Ярко-розовый,820
743,Т706РР 174,Hyundai,Tucson,2025,C8D7SKLFXJANL8336,Античный Белый,171
744,НK210 21,Lada,Vesta,2022,AMKSVL5J3VX3E9995,Сине-фиолетовый,744
745,000D568 84,Lada,Vesta,2003,PCB35HDM0SXZZ4563,Бледно-Бирюзовый,427
746,ОС364 154,Volkswagen,Golf,2025,KZ82SC9T32R2H7392,Шоколадный,583
747,2992BB 32,Hyundai,Solaris,2019,HVGDM4UX5DZX98209,Коричневый,389
748,E382ХТ 82,Kia,Optima,2000,C37P1PNK04RZ37616,Темно-зеленый,884
749,M054ОС 04,Toyota,Corolla,2015,6C8HDFT19B7785743,Тусклый серый,116
750,ТН9179 22,Hyundai,Creta,2001,R45FRJ5Y92PKD6592,Бирюзовый,65
751,A1680 22,Kia,Optima,2010,6MDT2RJD8HYD99453,Бежевый,13
752,Т015KН 37,Volkswagen,Tiguan,2021,2NEBNUBK42KY38888,Темный хаки,895
753,M5516 85,Kia,Optima,2016,AJ3MVJ76X71FZ9353,Оранжево-красный,705
754,6677УA 163,Volkswagen,Polo,2013,05ZMZR3G413Z03942,Темно-фиолетовый,678
755,7839ХС 11,Toyota,Corolla,2011,CX2DVXD65TKND2058,Розовый,680
756,Р878BK 46,Hyundai,Solaris,2026,2N8H1L4545Y318136,Лазурный,847
757,СН1234 82,Volkswagen,Polo,2000,71JLALLF4PU6H9625,Темно-оранжевый,659
758,E010ТK 88,Toyota,RAV4,2015,8M0G7YU86EAG31148,Светло-желтый,873
759,Х2612 24,Hyundai,Solaris,2002,RTK6415588TWR2330,Темно-розовый,770
760,УО3238 36,Hyundai,Creta,2007,RZK7JFKJ42YG46228,Темно-фиолетовый,339
761,СУ595 02,Kia,Rio,2016,HA5UES0M92ZYB7721,Индиго,229
762,BA9157 83,Volkswagen,Golf,2012,6PMM6KNP1FL992964,Сине-фиолетовый,837
763,K8424 186,Toyota,Camry,2014,XA4A205W8FG032651,Темно-бирюзовый,455
764,007D813 22,Volkswagen,Golf,2002,JPR9PE4D0E2180241,Коричневый,878
765,BM442 18,Hyundai,Creta,2010,JFWXZ2PM5X29U9227,Бежевый,122
766,009D769 78,Hyundai,Tucson,2020,VBNSUK55XUJRV3507,Васильковый,19
767,006D339 72,Lada,Granta,2013,Z23V87JY893755052,Коралловый,37
768,A2259 40,Volkswagen,Polo,2026,F9D6KED80XKKT6166,Светло-розовый,94
769,A1198 59,Volkswagen,Jetta,2016,588PYW9F48LPS9037,Античный Белый,576
770,ОM362 53,Toyota,RAV4,2021,MZJRDV5H822NW7875,Оранжевый,468
771,B844MA 14,Kia,Sportage,2026,0YGZGAHKXSRU43793,Темно-красный,56
772,СО1188 716,Toyota,Corolla,2010,T5AYVEJV9VJP97496,Индиго,574
773,ХK881 56,Volkswagen,Golf,2022,TYLJ8DMH4W2W45579,Слоновая кость,673
774,У4553 06,Kia,Optima,2014,25YC7G708B7BN7259,Золотой,117
775,Х4055 60,Lada,Niva,2007,AL7YXJNUX0HDV5264,Темно-бирюзовый,3
776,СХ202 84,Kia,Sportage,2026,4H51TJS37A47H7265,Розовато-лавандовый,649
777,О9673 76,Kia,Optima,2016,AP34FA8M64P1U6932,Пурпурный,383
778,AО1588 45,Lada,Vesta,2005,HN9DSGG523RYS1002,Красный,505
779,M623EB 163,Toyota,RAV4,2023,8WL8RXBT2NE6H0586,Бледно-Бирюзовый,739
780,ME070 750,Hyundai,Solaris,2008,D63WWAA05MZCS8749,Хаки,626
781,EС0176 799,Toyota,Camry,2003,VDZ4875D20DEP0529,Васильковый,953
782,KР504 750,Hyundai,Solaris,2014,2SFBGHSGXAT7S6041,Пурпурный,845
783,005D427 44,Toyota,RAV4,2010,CX498KR5XXR546904,Коралловый,111
784,5441ТХ 11,Hyundai,Solaris,2020,GCYW3ATW4LTAF0503,Ярко-розовый,858
785,MО560 52,Volkswagen,Polo,2024,N663SLSF5585Y2267,Розовато-лавандовый,914
786,BE9272 716,Hyundai,Creta,2021,SJ9090NF9VMXR8418,Синий,604
787,О7224 763,Volkswagen,Tiguan,2015,FUU1YDFJ8XZDS0833,Оранжевый,5
788,Н668ОО 85,Volkswagen,Polo,2017,22XPTMF45YP1C0022,Розовый,958
789,У4709 27,Hyundai,Tucson,2015,3FEV6G084BYEB3747,Оранжевый,947
790,УО954 28,Volkswagen,Tiguan,2022,YT9FFSZD8BZ6N2407,Каштановый,593
791,6180ТС 07,Toyota,RAV4,2026,4G2DESBV09BXP2445,Светло-желтый,132
792,EО3272 134,Lada,Granta,2021,07LNF0L44CBVG1699,Фуксия,615
793,B516AС 69,Volkswagen,Jetta,2016,BJL7ECUU40SSK0575,Слоновая кость,903
794,У813EУ 01,Hyundai,Creta,2019,W0C86GSM3UZM55063,Золотой,938
795,Х5599 716,Toyota,Corolla,2012,RTVS4B9C5N7JF6449,Ярко-розовый,987
796,004CD3 45,Kia,Sportage,2014,0J7T0UC8XH0B07774,Сине-фиолетовый,825
797,УM197 36,Toyota,Camry,2013,Z62EGVD72BPFL7510,Античный Белый,617
798,3271AM 55,Volkswagen,Jetta,2026,DL6DLUCJ95REC3171,Цвет морской волны,719
799,MР5433 82,Volkswagen,Jetta,2022,ALK7YT000GM3B0682,Розовато-лавандовый,755
800,НР8691 84,Volkswagen,Tiguan,2006,6UBPJC7K07CDU5365,Коричневый,215
801,ОР616 21,Volkswagen,Jetta,2021,U1LHFEV2769YG7367,Слоновая кость,354
802,О312BР 87,Toyota,RAV4,2020,K1RV9UV04UAC50418,Каштановый,999
803,У787НХ 96,Toyota,RAV4,2017,GYG180PN5L1GS3175,Желтый,711
804,О438ХM 12,Kia,Optima,2003,EW9RXMJN2J6G97690,Тусклый серый,780
805,009CD5 67,Kia,Optima,2015,CT4DZMLA28D0U8823,Хаки,597
806,4358ХУ 763,Volkswagen,Golf,2021,7WWTFZPZ2MHEY6922,Розовый,766
807,K6287 95,Volkswagen,Jetta,2013,5W8UPDMM6P4UM5394,Розовато-лавандовый,828
808,009CD4 89,Lada,Niva,2003,TF4W0MLH0KE6K1793,Светло-зеленый,26
809,004CD2 116,Hyundai,Solaris,2001,NGK3SWR09YG3K4285,Аквамарин,687
810,EХ7035 45,Lada,Vesta,2008,WURE4VVY52SN75109,Каштановый,769
811,AР3461 163,Toyota,Corolla,2021,3H85Y4Z010L6D9220,Каштановый,257
812,A950BХ 20,Toyota,Camry,2022,KVGVB4NP6ZC2G5237,Каштановый,804
813,Н4568 190,Kia,Rio,2024,J9RECDFK93DJC6519,Бирюзовый,555
814,С413AB 74,Lada,Granta,2026,4SGG3CPFXCDJE4177,Цвет морской волны,464
815,000T718 126,Lada,Niva,2021,7A6R2UCA0W8623186,Светло-голубой,758
816,E883ОТ 98,Volkswagen,Tiguan,2023,19NVLFNUXCNJV4411,Розовый,663
817,СО996 29,Volkswagen,Golf,2007,K2AEZG0465GL13175,Светло-желтый,524
818,Т395РE 86,Kia,Optima,2021,RFMF62RX4BVRL3338,Белый,49
819,MС249 196,Hyundai,Creta,2013,SAFPNMB28KKKK1015,Хаки,980
820,0740НB 777,Kia,Optima,2001,1C9A7VWM1NGF59902,Аквамарин,14
821,EA103 198,Kia,Rio,2019,9Z540WBM80UDW7551,Бежевый,890
822,007CD9 174,Hyundai,Solaris,2020,DD2BAN7W4B8AY6668,Темно-красный,722
823,E3345 61,Kia,Optima,2017,BPSNSA5A9KK5K9590,Хаки,757
824,KР3782 161,Volkswagen,Tiguan,2024,TJZNUKYU0YY1L6955,Коричневый,743
825,5067ТХ 72,Toyota,Corolla,2014,HM57P1L991KAU5687,Темный хаки,182
826,Т9508 12,Lada,Vesta,2005,KST1REZB37T0W8504,Темно-розовый,753
827,У092EН 32,Volkswagen,Polo,2012,8BE1BJGR5L7JZ2763,Индиго,42
828,ТР5129 59,Hyundai,Creta,2017,HPFLEEMZ15UNE4999,Тусклый серый,271
829,009T522 78,Toyota,Camry,2018,L691356Y0586J4973,Светло-желтый,867
830,K6098 95,Kia,Rio,2010,4L1JLR7VXYPDG4005,Бледно-Бирюзовый,478
831,НТ2104 29,Toyota,Camry,2004,2ZJ6ZBTL6VBLM4907,Лазурный,951
832,004D151 12,Kia,Optima,2001,DWPVW1VR7H8DP0616,Белый,793
833,E836ТН 163,Volkswagen,Jetta,2015,PAYW4T990RG2U6915,Аквамарин,809
834,7610AE 40,Volkswagen,Jetta,2002,N592GPR87GCNU5734,Темно-синий,803
835,РН913 92,Kia,Optima,2007,XY18668EXADC73795,Темно-оранжевый,980
836,EM707 21,Toyota,RAV4,2002,0YZYTFFZ25CBB7908,Красный,806
837,С204MС 52,Volkswagen,Tiguan,2013,FL8YZ7TG83J0M9571,Каштановый,557
838,0284EE 90,Volkswagen,Golf,2002,7Y38E7FY63E4M7434,Красный,358
839,009D251 81,Toyota,Camry,2021,EEFN8ETZ2M0YT2201,Светло-серый,340
840,MО1167 102,Kia,Sportage,2009,4TA3Z9795UJMD4076,Золотой,224
841,ТE350 21,Volkswagen,Golf,2017,7FHGRL295ZGNH9184,Бледно-зеленый,844
842,004T972 62,Lada,Vesta,2021,JW04JYGK2TEG12175,Темный хаки,355
843,Н4444 173,Hyundai,Solaris,2020,PYK5JLAL6SKRL2888,Аквамарин,629
844,0431РС 52,Volkswagen,Tiguan,2001,05F7EUYM9DYYX4839,Шоколадный,699
845,001D542 29,Kia,Sportage,2025,G8AL1DDH49BEW1247,Коралловый,968
846,Р197НK 98,Lada,Granta,2008,44UFAFYW171MC3352,Оранжевый,554
847,Н8263 28,Kia,Rio,2016,6HP74NZ68HB8Y8119,Белый,842
848,003T420 72,Kia,Optima,2025,GCCLMCKC67V913497,Темно-оранжевый,521
849,Т242MK 08,Hyundai,Creta,2001,26WE8RCE9YAKG2430,Слоновая кость,304
850,9071EB 30,Toyota,Corolla,2016,PYU540K87AHJP9827,Малиновый,85
851,Р991НE 92,Lada,Vesta,2024,D66WYZN77744P6650,Темно-оранжевый,551
852,AE7601 84,Volkswagen,Polo,2020,E7R9MXP63RTNX0003,Темно-бирюзовый,68
853,ТР847 20,Toyota,RAV4,2020,HPZ5RE4B0ACTC1291,Слоновая кость,793
854,НB298 08,Toyota,RAV4,2013,D640R0EV2WJBN0506,Васильковый,856
855,ТE465 150,Lada,Vesta,2017,YRE5U6KP7RMEN5903,Красный,849
856,EK2466 99,Hyundai,Tucson,2026,R9ATXR5Y5HNMA4790,Цвет морской волны,963
857,MХ059 174,Lada,Niva,2021,G0PJV4RH3S3CJ3719,Цвет морской волны,158
858,3116AB 161,Lada,Granta,2022,RMFPB67L26N2G4240,Темно-голубой,340
859,009D086 06,Lada,Vesta,2002,ZFMPNZEUXVPVX4548,Темный хаки,56
860,НХ290 53,Toyota,Corolla,2017,DRAXLSZG04VUX9785,Малиновый,73
861,KA5808 70,Volkswagen,Tiguan,2008,VGP77EAJ80WMA6719,Темно-голубой,418
862,B0295 96,Hyundai,Creta,2020,CL5YNV4P9FR5E3209,Бледно-Бирюзовый,415
863,001CD4 154,Hyundai,Creta,2000,TH7XAJ5441RE03675,Сливовый,399
864,008T940 116,Lada,Niva,2000,6W5C3FY26GTW49718,Светло-серый,657
865,Р7316 125,Volkswagen,Polo,2024,VNAYKT460VXJ40069,Античный Белый,764
866,0183EН 68,Volkswagen,Polo,2022,R51R71MF642717007,Коралловый,869
867,EХ268 39,Lada,Granta,2016,3L73855R981RW9349,Желто-зеленый,109
868,1014ТM 17,Kia,Optima,2009,6UEB00P88MZR89642,Желто-зеленый,622
869,E1702 58,Lada,Granta,2024,GKRLL3AH1LG4M2182,Розовый,949
870,Н0242 45,Hyundai,Creta,2012,9TDFPBE89VY8C7548,Коралловый,842
871,E613ТУ 88,Lada,Granta,2005,1F7TVUWH9ZY1Y4822,Темно-синий,547
872,0496KA 96,Toyota,Camry,2023,TSVUBR3A853GY9649,Коричневый,401
873,M4584 53,Volkswagen,Jetta,2020,TNWW8FV80WZDB5342,Светло-синий,148
874,K2766 57,Kia,Optima,2025,GJ9YKJUK022075403,Темно-бирюзовый,888
875,ОО945 37,Kia,Rio,2017,BD9FKMFD9A9TP5668,Серебряный,896
876,У4920 91,Volkswagen,Tiguan,2003,18CEWS5507K685770,Синий,43
877,ХС6231 62,Lada,Niva,2019,FHA58NWSXRCVP5091,Аквамарин,404
878,РХ1510 20,Volkswagen,Polo,2009,42GJE13921RMS7732,Светло-зеленый,216
879,EР3808 32,Kia,Rio,2013,RCASVTE774WME1431,Светло-желтый,928
880,1414EО 51,Volkswagen,Tiguan,2005,9E2RGR8J35TYK3838,Сливовый,189
881,008CD9 55,Toyota,RAV4,2026,K4NJXGFJ6XAKM7528,Белый,259
882,9898EE 750,Toyota,Camry,2005,MNJ2H0822S88X0149,Ярко-розовый,688
883,4539ХУ 08,Volkswagen,Polo,2024,NVRR9UBD2139N3953,Красный,955
884,KТ2563 177,Volkswagen,Golf,2020,YD7BNAKP3E7858701,Ярко-розовый,563
885,BР3583 72,Lada,Granta,2021,0JB8M6MU1YX5W9443,Черный,69
886,НУ589 18,Kia,Rio,2006,4NHBMUAX4CC8U3964,Синий,744
887,AУ868 78,Volkswagen,Golf,2010,J0XXM7LE6VN3R6720,Золотой,366
888,2856СН 90,Toyota,RAV4,2020,J6TJFD768LK2A1568,Золотой,241
889,001CD8 10,Lada,Granta,2019,S1FTFAEP206UN1852,Серый,72
890,K739СР 17,Toyota,Corolla,2015,JZJLHKC27VYXJ0745,Коричневый,462
891,006D518 85,Kia,Optima,2021,7SFCBPEF0WNWZ6305,Белый,314
892,О7025 05,Volkswagen,Tiguan,2018,WRUU3RN2164TZ8526,Каштановый,581
893,Н3264 81,Kia,Sportage,2013,H7G5BH1G1JZDL3968,Светло-розовый,173
894,A0182 02,Lada,Granta,2007,ZY7RD8D04ZE7X7191,Светло-желтый,805
895,BО018 116,Toyota,RAV4,2023,WPWT17Z3599T98675,Темно-бирюзовый,657
896,5289KE 83,Hyundai,Creta,2026,7SUM6YYC2WJF81319,Темно-зеленый,369
897,EХ6255 44,Toyota,RAV4,2023,YUP569LU7D8WA6516,Слоновая кость,340
898,Н836EС 20,Hyundai,Creta,2014,CJ8EM2CC3KTZV4607,Темно-фиолетовый,368
899,M6544 89,Kia,Sportage,2017,08ZYDB792YXH35588,Серебряный,112
900,AK5134 66,Toyota,RAV4,2019,P4TLTUEY66EK64477,Васильковый,84
901,ХK4106 64,Kia,Rio,2017,W9VTRPTAXFEDR0670,Ярко-розовый,202
902,007D441 08,Kia,Optima,2020,GCX88B417FMZB3409,Слоновая кость,79
903,001T732 13,Lada,Vesta,2016,D61USSJU1XZZY5184,Сливовый,647
904,007T888 53,Lada,Niva,2018,NZYNWX676JT544917,Золотой,415
905,3951AС 38,Volkswagen,Tiguan,2001,9YSSUK028M4E40326,Темно-фиолетовый,565
906,MB420 77,Kia,Optima,2017,TP7EDMBJ84FT59576,Аквамарин,484
907,9297AM 56,Toyota,Corolla,2012,DUVS50VTXCMKL7621,Серый,229
908,M153УС 35,Volkswagen,Jetta,2004,KPF5B43M72BH79040,Бледно-Бирюзовый,476
909,A6423 79,Volkswagen,Polo,2012,FD5DK0K58XSA54718,Цвет морской волны,373
910,Р2921 08,Volkswagen,Polo,2021,7Y9YH96M0YTF61750,Темно-серый,245
911,MУ496 17,Volkswagen,Tiguan,2024,TL6SSAX65ULUZ4570,Желто-зеленый,527
912,KР771 199,Toyota,Corolla,2005,8B5C6YRX69AVU0700,Серебряный,184
913,ХM527 82,Volkswagen,Tiguan,2023,JC11EYZ38K6TK6465,Светло-желтый,750
914,007T493 33,Hyundai,Creta,2001,1D0ARSZX0PYPJ0375,Темно-фиолетовый,225
915,Х5309 125,Hyundai,Solaris,2002,GTJD2Z8E8WP2G2225,Черный,271
