policy_id,car_id,company,start_date,end_date,cost
942,1124,Росгосстрах,2025-02-20,2026-02-20,10629
943,925,Т-Страхование,2025-10-26,2026-10-26,24704
944,527,Росгосстрах,2024-08-05,2025-08-05,20439
945,870,Ингосстрах,2024-12-13,2025-12-13,15483
946,1050,АльфаСтрахование,2025-03-15,2026-03-15,12216
947,134,Т-Страхование,2024-12-10,2025-12-10,9750
948,989,Росгосстрах,2025-03-24,2026-03-24,14626
949,207,Ингосстрах,2024-11-16,2025-11-16,8898
950,1069,Ингосстрах,2026-01-10,2027-01-10,18636
951,262,АльфаСтрахование,2024-05-23,2025-05-23,12762
952,423,АльфаСтрахование,2025-07-18,2026-07-18,8600
953,823,Т-Страхование,2026-03-09,2027-03-09,10885
954,1190,Росгосстрах,2025-12-04,2026-12-04,6140
955,481,Т-Страхование,2025-10-22,2026-10-22,9604
956,629,Т-Страхование,2025-02-09,2026-02-09,6935
957,1198,Ингосстрах,2024-06-04,2025-06-04,8902
958,733,Росгосстрах,2025-02-16,2026-02-16,11409
959,108,Т-Страхование,2025-09-10,2026-09-10,14748
960,671,Ингосстрах,2025-03-01,2026-03-01,9821
961,71,Росгосстрах,2025-09-22,2026-09-22,11488
962,719,АльфаСтрахование,2025-09-26,2026-09-26,5660
963,751,Т-Страхование,2024-09-21,2025-09-21,6117
964,1134,АльфаСтрахование,2026-03-19,2027-03-19,24052
965,270,АльфаСтрахование,2026-01-02,2027-01-02,18618
966,496,Росгосстрах,2024-11-09,2025-11-09,11742
967,111,Т-Страхование,2025-10-09,2026-10-09,21542
968,480,Т-Страхование,2025-08-17,2026-08-17,7171
969,839,Ингосстрах,2025-07-05,2026-07-05,9835
970,565,Т-Страхование,2025-06-21,2026-06-21,8309
971,301,Ингосстрах,2024-10-09,2025-10-09,21005
972,1097,Росгосстрах,2024-11-19,2025-11-19,10436
973,387,АльфаСтрахование,2025-09-27,2026-09-27,8846
974,864,Росгосстрах,2024-12-18,2025-12-18,11526
975,106,АльфаСтрахование,2025-04-07,2026-04-07,17183
976,825,АльфаСтрахование,2026-03-12,2027-03-12,7615
977,179,Ингосстрах,2024-07-18,2025-07-18,5704
978,349,Росгосстрах,2025-01-18,2026-01-18,16459
979,430,Росгосстрах,2025-08-07,2026-08-07,21674
980,31,Ингосстрах,2025-01-31,2026-01-31,6812
981,329,Т-Страхование,2024-12-09,2025-12-09,18525
982,148,Т-Страхование,2024-09-25,2025-09-25,21017
983,1118,Росгосстрах,2025-04-29,2026-04-29,10528
984,1051,АльфаСтрахование,2025-04-09,2026-04-09,13040
985,271,АльфаСтрахование,2025-05-25,2026-05-25,14032
986,765,Ингосстрах,2025-12-15,2026-12-15,9506
987,299,АльфаСтрахование,2025-11-05,2026-11-05,7794
988,978,Т-Страхование,2025-07-07,2026-07-07,21937
989,225,Т-Страхование,2024-05-14,2025-05-14,10822
990,229,Ингосстрах,2024-11-03,2025-11-03,10246
991,974,Т-Страхование,2025-01-20,2026-01-20,16897
992,885,Ингосстрах,2025-06-09,2026-06-09,19351
993,45,Т-Страхование,2026-01-29,2027-01-29,18897
994,309,Росгосстрах,2025-02-24,2026-02-24,13339
995,248,Т-Страхование,2024-12-23,2025-12-23,12162
996,642,Росгосстрах,2025-12-07,2026-12-07,9559
997,132,Ингосстрах,2025-10-29,2026-10-29,11136
998,169,Росгосстрах,2025-07-13,2026-07-13,17361
999,247,Росгосстрах,2024-09-04,2025-09-04,13635
1000,142,Росгосстрах,2025-01-04,2026-01-04,17770
1001,580,Ингосстрах,2024-11-20,2025-11-20,16056
1002,1031,АльфаСтрахование,2026-04-02,2027-04-02,5214
1003,51,Ингосстрах,2025-12-17,2026-12-17,7107
1004,261,Ингосстрах,2025-09-09,2026-09-09,13308
1005,736,Росгосстрах,2025-07-30,2026-07-30,17298
1006,199,Ингосстрах,2024-05-12,2025-05-12,18354
1007,682,АльфаСтрахование,2025-04-27,2026-04-27,20228
1008,6,АльфаСтрахование,2024-08-13,2025-08-13,12136
1009,1048,Т-Страхование,2026-01-16,2027-01-16,24924
1010,1062,АльфаСтрахование,2024-09-13,2025-09-13,10997
1011,457,АльфаСтрахование,2025-05-17,2026-05-17,12990
1012,780,Т-Страхование,2025-09-13,2026-09-13,19400
1013,51,Ингосстрах,2025-07-26,2026-07-26,11674
1014,611,АльфаСтрахование,2025-05-19,2026-05-19,16602
1015,136,Т-Страхование,2024-05-23,2025-05-23,6966
1016,250,АльфаСтрахование,2026-01-02,2027-01-02,15380
1017,1026,Росгосстрах,2025-11-24,2026-11-24,10146
1018,248,Ингосстрах,2024-09-15,2025-09-15,17259
1019,718,АльфаСтрахование,2026-03-27,2027-03-27,13653
1020,1146,АльфаСтрахование,2025-09-12,2026-09-12,5047
1021,1035,Т-Страхование,2025-09-20,2026-09-20,9037
1022,418,Росгосстрах,2024-12-26,2025-12-26,8346
1023,828,Росгосстрах,2024-06-04,2025-06-04,23210
1024,1071,Росгосстрах,2025-07-29,2026-07-29,15115
1025,141,Росгосстрах,2025-08-23,2026-08-23,10942
1026,135,АльфаСтрахование,2026-01-19,2027-01-19,17616
1027,252,Росгосстрах,2025-10-04,2026-10-04,24341
1028,10,Т-Страхование,2024-06-08,2025-06-08,8879
1029,100,АльфаСтрахование,2025-09-11,2026-09-11,23727
1030,799,Т-Страхование,2025-08-20,2026-08-20,13764
1031,857,Т-Страхование,2025-08-10,2026-08-10,19382
1032,1048,Росгосстрах,2026-04-04,2027-04-04,11349
1033,583,АльфаСтрахование,2025-05-26,2026-05-26,8433
1034,893,АльфаСтрахование,2026-02-24,2027-02-24,24463
1035,441,Ингосстрах,2025-08-22,2026-08-22,22819
1036,483,Ингосстрах,2024-08-16,2025-08-16,16903
1037,905,Ингосстрах,2026-04-14,2027-04-14,23881
1038,61,Ингосстрах,2025-11-30,2026-11-30,19412
1039,614,Т-Страхование,2026-02-15,2027-02-15,7732
1040,1006,Т-Страхование,2025-04-15,2026-04-15,8513
1041,655,Ингосстрах,2024-11-14,2025-11-14,18433
1042,598,Т-Страхование,2024-06-30,2025-06-30,13281
1043,483,АльфаСтрахование,2024-09-16,2025-09-16,9949
1044,537,Т-Страхование,2026-01-08,2027-01-08,24242
1045,792,АльфаСтрахование,2024-05-28,2025-05-28,8500
1046,1094,Росгосстрах,2026-01-07,2027-01-07,15659
1047,1092,Т-Страхование,2025-10-20,2026-10-20,5063
1048,404,АльфаСтрахование,2025-12-09,2026-12-09,17712
1049,415,Ингосстрах,2025-04-09,2026-04-09,11431
1050,107,АльфаСтрахование,2024-11-25,2025-11-25,19112
1051,323,Росгосстрах,2024-09-02,2025-09-02,14266
1052,1050,АльфаСтрахование,2025-09-22,2026-09-22,13245
1053,41,Росгосстрах,2024-06-24,2025-06-24,16381
1054,298,Росгосстрах,2024-11-17,2025-11-17,19761
1055,425,Росгосстрах,2025-05-16,2026-05-16,6662
1056,139,Т-Страхование,2024-07-03,2025-07-03,12813
1057,422,АльфаСтрахование,2025-09-26,2026-09-26,14329
1058,978,Росгосстрах,2024-07-08,2025-07-08,16215
1059,333,Ингосстрах,2024-11-07,2025-11-07,23253
1060,1199,Т-Страхование,2025-08-09,2026-08-09,20583
1061,480,Росгосстрах,2024-09-17,2025-09-17,11223
1062,212,Т-Страхование,2025-07-17,2026-07-17,23643
1063,913,АльфаСтрахование,2025-06-28,2026-06-28,22044
1064,210,Ингосстрах,2025-12-06,2026-12-06,22502
1065,513,Росгосстрах,2024-07-15,2025-07-15,19976
1066,496,Ингосстрах,2025-04-01,2026-04-01,12499
1067,170,Росгосстрах,2024-04-30,2025-04-30,22988
1068,727,Т-Страхование,2025-10-06,2026-10-06,11952
1069,566,Т-Страхование,2025-12-09,2026-12-09,21897
1070,892,Т-Страхование,2024-06-09,2025-06-09,16131
1071,1127,Т-Страхование,2025-09-22,2026-09-22,6991
1072,191,Ингосстрах,2024-05-07,2025-05-07,14398
1073,312,АльфаСтрахование,2025-05-29,2026-05-29,21158
1074,82,Ингосстрах,2025-03-04,2026-03-04,17263
1075,975,Т-Страхование,2025-10-25,2026-10-25,10133
1076,72,Росгосстрах,2025-04-24,2026-04-24,15523
1077,480,Т-Страхование,2025-04-29,2026-04-29,22985
1078,1075,Росгосстрах,2025-03-04,2026-03-04,23154
1079,1181,Т-Страхование,2026-01-15,2027-01-15,13958
1080,452,Ингосстрах,2025-12-31,2026-12-31,13062
1081,1116,АльфаСтрахование,2025-09-03,2026-09-03,6042
1082,210,Т-Страхование,2024-07-10,2025-07-10,21025
1083,846,Т-Страхование,2025-11-24,2026-11-24,7593
1084,336,Ингосстрах,2025-09-17,2026-09-17,13266
1085,158,Росгосстрах,2025-03-16,2026-03-16,17131
1086,453,Росгосстрах,2025-03-17,2026-03-17,8528
1087,307,Т-Страхование,2025-09-13,2026-09-13,6847
1088,911,АльфаСтрахование,2025-12-09,2026-12-09,17638
1089,820,АльфаСтрахование,2025-03-10,2026-03-10,6692
1090,839,АльфаСтрахование,2024-07-07,2025-07-07,21274
1091,257,Ингосстрах,2025-08-10,2026-08-10,14126
1092,931,Росгосстрах,2025-07-28,2026-07-28,23570
1093,1191,Т-Страхование,2025-08-05,2026-08-05,20419
1094,533,Ингосстрах,2026-03-31,2027-03-31,5442
1095,929,Росгосстрах,2025-02-17,2026-02-17,19147
1096,298,АльфаСтрахование,2024-09-17,2025-09-17,24360
1097,318,Ингосстрах,2026-02-03,2027-02-03,9360
1098,891,Ингосстрах,2024-06-18,2025-06-18,16944
1099,682,Т-Страхование,2024-08-07,2025-08-07,16103
1100,910,Т-Страхование,2025-10-18,2026-10-18,21839
1101,252,Росгосстрах,2024-06-24,2025-06-24,10331
1102,16,Росгосстрах,2024-06-03,2025-06-03,16721
1103,859,Ингосстрах,2024-04-27,2025-04-27,15372
1104,709,АльфаСтрахование,2024-10-21,2025-10-21,6593
1105,517,Росгосстрах,2024-10-24,2025-10-24,20799
1106,570,АльфаСтрахование,2025-07-20,2026-07-20,24515
1107,418,Т-Страхование,2026-03-07,2027-03-07,10173
1108,921,Росгосстрах,2025-03-21,2026-03-21,20578
1109,741,АльфаСтрахование,2024-12-01,2025-12-01,12445
1110,721,АльфаСтрахование,2025-05-08,2026-05-08,14372
1111,343,АльфаСтрахование,2026-01-09,2027-01-09,23303
1112,614,Ингосстрах,2025-06-21,2026-06-21,23158
1113,266,АльфаСтрахование,2024-08-15,2025-08-15,9928
1114,1116,Росгосстрах,2025-03-18,2026-03-18,8177
1115,966,Росгосстрах,2025-09-29,2026-09-29,6202
1116,813,АльфаСтрахование,2026-02-01,2027-02-01,20951
1117,1076,Росгосстрах,2025-07-30,2026-07-30,9003
1118,1118,Т-Страхование,2026-01-31,2027-01-31,22110
1119,498,АльфаСтрахование,2025-02-10,2026-02-10,24141
1120,704,Ингосстрах,2024-10-27,2025-10-27,11256
1121,568,Ингосстрах,2025-05-31,2026-05-31,21356
1122,160,АльфаСтрахование,2024-04-21,2025-04-21,23306
1123,584,Росгосстрах,2025-03-18,2026-03-18,12147
1124,1039,Ингосстрах,2025-08-09,2026-08-09,7034
1125,754,Т-Страхование,2025-08-16,2026-08-16,5213
1126,516,Росгосстрах,2026-02-15,2027-02-15,23592
1127,407,Росгосстрах,2025-03-06,2026-03-06,22923
1128,945,АльфаСтрахование,2025-03-01,2026-03-01,9254
1129,478,АльфаСтрахование,2025-04-03,2026-04-03,15704
1130,209,Ингосстрах,2025-01-27,2026-01-27,6699
1131,849,АльфаСтрахование,2024-07-21,2025-07-21,11193
1132,505,Ингосстрах,2026-01-04,2027-01-04,13957
1133,53,Ингосстрах,2024-05-30,2025-05-30,23563
1134,501,АльфаСтрахование,2025-07-06,2026-07-06,12964
1135,403,АльфаСтрахование,2025-12-08,2026-12-08,19606
1136,1068,Т-Страхование,2025-03-06,2026-03-06,11700
1137,471,Ингосстрах,2025-10-04,2026-10-04,22182
1138,121,Ингосстрах,2024-07-26,2025-07-26,23004
1139,331,Ингосстрах,2026-03-18,2027-03-18,23628
1140,1032,Росгосстрах,2026-02-12,2027-02-12,14277
1141,1060,Росгосстрах,2025-12-28,2026-12-28,15599
1142,685,Росгосстрах,2024-07-13,2025-07-13,16468
1143,701,Т-Страхование,2026-03-02,2027-03-02,20995
1144,562,Т-Страхование,2026-02-27,2027-02-27,14863
1145,274,АльфаСтрахование,2025-01-28,2026-01-28,20158
1146,408,Росгосстрах,2025-05-19,2026-05-19,6218
1147,851,АльфаСтрахование,2026-01-01,2027-01-01,17827
1148,601,Т-Страхование,2026-04-09,2027-04-09,6250
1149,570,Т-Страхование,2024-12-19,2025-12-19,6962
1150,602,АльфаСтрахование,2025-04-19,2026-04-19,22381
1151,92,Ингосстрах,2024-04-21,2025-04-21,22723
1152,223,АльфаСтрахование,2024-09-07,2025-09-07,14552
1153,554,Т-Страхование,2024-07-27,2025-07-27,18828
1154,440,АльфаСтрахование,2024-12-20,2025-12-20,19920
1155,1001,АльфаСтрахование,2025-04-07,2026-04-07,21721
1156,39,Ингосстрах,2025-01-28,2026-01-28,19693
1157,84,Росгосстрах,2025-06-17,2026-06-17,12986
1158,19,АльфаСтрахование,2024-05-01,2025-05-01,19866
1159,881,Росгосстрах,2025-05-27,2026-05-27,13859
1160,223,Росгосстрах,2024-04-29,2025-04-29,21159
1161,1158,Т-Страхование,2024-08-15,2025-08-15,5699
1162,680,Т-Страхование,2025-07-25,2026-07-25,23991
1163,918,АльфаСтрахование,2024-05-26,2025-05-26,8266
1164,42,Росгосстрах,2026-01-26,2027-01-26,10678
1165,1000,Росгосстрах,2024-10-19,2025-10-19,12473
1166,865,АльфаСтрахование,2025-06-06,2026-06-06,10965
1167,651,Ингосстрах,2024-11-30,2025-11-30,20930
1168,1066,Ингосстрах,2025-03-26,2026-03-26,7354
1169,1155,Росгосстрах,2025-12-01,2026-12-01,13166
1170,305,АльфаСтрахование,2025-11-01,2026-11-01,9385
1171,152,Росгосстрах,2025-04-26,2026-04-26,12223
1172,1039,Т-Страхование,2025-03-15,2026-03-15,7228
1173,1137,Т-Страхование,2025-12-15,2026-12-15,19200
1174,62,Т-Страхование,2026-02-07,2027-02-07,5475
1175,632,Росгосстрах,2024-11-07,2025-11-07,24060
1176,660,Т-Страхование,2025-04-11,2026-04-11,10225
1177,518,Росгосстрах,2024-09-08,2025-09-08,18468
1178,1142,Ингосстрах,2025-04-19,2026-04-19,21632
1179,525,Ингосстрах,2025-05-12,2026-05-12,11836
1180,799,Росгосстрах,2025-11-03,2026-11-03,6270
1181,716,АльфаСтрахование,2025-02-23,2026-02-23,15129
1182,20,Ингосстрах,2024-10-09,2025-10-09,12274
1183,602,Т-Страхование,2026-03-31,2027-03-31,14368
1184,1168,АльфаСтрахование,2025-04-10,2026-04-10,11951
1185,86,Росгосстрах,2025-02-13,2026-02-13,6644
1186,965,АльфаСтрахование,2025-06-14,2026-06-14,13856
1187,726,Т-Страхование,2025-06-21,2026-06-21,16719
1188,147,АльфаСтрахование,2025-08-02,2026-08-02,24325
1189,55,Т-Страхование,2025-01-25,2026-01-25,10521
1190,796,Т-Страхование,2025-03-21,2026-03-21,14846
1191,661,АльфаСтрахование,2024-11-19,2025-11-19,12376
1192,769,АльфаСтрахование,2024-06-22,2025-06-22,15385
1193,1176,Росгосстрах,2025-09-22,2026-09-22,19441
1194,1127,Росгосстрах,2025-06-21,2026-06-21,10972
1195,985,Росгосстрах,2025-10-20,2026-10-20,15398
1196,381,АльфаСтрахование,2025-10-31,2026-10-31,19829
1197,481,Т-Страхование,2025-05-07,2026-05-07,10285
1198,286,Т-Страхование,2024-05-15,2025-05-15,11539
1199,1082,Т-Страхование,2025-09-14,2026-09-14,8658
1200,959,Росгосстрах,2025-10-05,2026-10-05,17462
1201,1152,Росгосстрах,2024-06-11,2025-06-11,11319
1202,1124,АльфаСтрахование,2024-10-12,2025-10-12,16115
1203,1077,Росгосстрах,2026-04-13,2027-04-13,21128
1204,1039,Росгосстрах,2025-03-24,2026-03-24,5955
1205,736,АльфаСтрахование,2025-02-04,2026-02-04,14767
1206,657,Росгосстрах,2025-08-12,2026-08-12,11159
1207,644,Т-Страхование,2025-01-22,2026-01-22,22537
1208,434,Ингосстрах,2026-02-12,2027-02-12,15180
1209,365,Росгосстрах,2025-03-06,2026-03-06,8816
1210,410,Ингосстрах,2025-09-10,2026-09-10,20513
1211,809,Росгосстрах,2024-10-03,2025-10-03,15156
1212,537,Ингосстрах,2025-01-06,2026-01-06,5757
1213,124,Ингосстрах,2025-01-01,2026-01-01,19998
1214,1197,Т-Страхование,2024-10-13,2025-10-13,24809
1215,1124,Ингосстрах,2024-07-17,2025-07-17,12228
1216,170,Ингосстрах,2024-11-29,2025-11-29,10616
1217,334,Т-Страхование,2024-04-26,2025-04-26,7762
1218,226,Росгосстрах,2025-06-17,2026-06-17,20279
1219,625,Т-Страхование,2026-04-04,2027-04-04,16501
1220,699,Росгосстрах,2024-08-05,2025-08-05,18298
1221,757,АльфаСтрахование,2024-12-28,2025-12-28,5317
1222,368,Росгосстрах,2025-01-25,2026-01-25,5835
1223,868,Т-Страхование,2026-04-20,2027-04-20,16370
1224,334,АльфаСтрахование,2024-12-19,2025-12-19,10127
1225,104,Ингосстрах,2025-01-13,2026-01-13,9454
1226,46,Ингосстрах,2025-08-11,2026-08-11,10233
1227,304,Ингосстрах,2024-11-28,2025-11-28,20234
1228,20,Ингосстрах,2025-03-07,2026-03-07,10128
1229,1069,Ингосстрах,2025-12-30,2026-12-30,21419
1230,648,Росгосстрах,2024-10-18,2025-10-18,7467
1231,412,Т-Страхование,2024-08-17,2025-08-17,20812
1232,283,Ингосстрах,2025-02-07,2026-02-07,16016
1233,41,АльфаСтрахование,2025-07-06,2026-07-06,9613
1234,110,Росгосстрах,2025-08-24,2026-08-24,22297
1235,650,Т-Страхование,2024-07-25,2025-07-25,15585
1236,297,Росгосстрах,2025-10-23,2026-10-23,23661
1237,464,АльфаСтрахование,2024-05-15,2025-05-15,17556
1238,610,Ингосстрах,2024-10-08,2025-10-08,17288
1239,628,АльфаСтрахование,2025-05-04,2026-05-04,8244
1240,41,АльфаСтрахование,2024-11-24,2025-11-24,24284
1241,238,АльфаСтрахование,2025-06-08,2026-06-08,5883
1242,1156,Т-Страхование,2025-02-14,2026-02-14,19276
1243,700,АльфаСтрахование,2025-03-26,2026-03-26,16761
1244,1010,Росгосстрах,2024-05-29,2025-05-29,20407
1245,1068,Т-Страхование,2024-04-26,2025-04-26,9456
1246,27,АльфаСтрахование,2024-11-03,2025-11-03,19977
1247,1186,Т-Страхование,2025-04-21,2026-04-21,11289
1248,514,АльфаСтрахование,2025-12-12,2026-12-12,10711
1249,1168,Ингосстрах,2024-06-03,2025-06-03,22027
1250,34,Т-Страхование,2024-10-05,2025-10-05,13688
1251,289,Т-Страхование,2025-06-29,2026-06-29,21475
1252,19,Росгосстрах,2024-11-22,2025-11-22,19659
1253,722,Росгосстрах,2024-09-25,2025-09-25,8123
1254,955,Т-Страхование,2025-01-11,2026-01-11,16408
1255,569,Т-Страхование,2025-06-08,2026-06-08,16396
1256,67,АльфаСтрахование,2024-07-08,2025-07-08,7495
1257,857,Росгосстрах,2024-08-25,2025-08-25,16720
1258,938,АльфаСтрахование,2024-12-25,2025-12-25,19005
1259,878,Ингосстрах,2025-02-04,2026-02-04,5459
1260,855,Росгосстрах,2025-05-21,2026-05-21,8792
1261,360,Росгосстрах,2025-10-16,2026-10-16,5619
1262,431,Росгосстрах,2024-06-30,2025-06-30,22370
1263,250,Т-Страхование,2026-03-17,2027-03-17,6886
1264,630,Т-Страхование,2024-06-23,2025-06-23,18301
1265,694,Ингосстрах,2024-04-30,2025-04-30,14725
1266,592,Росгосстрах,2024-06-09,2025-06-09,23305
1267,1107,Ингосстрах,2024-08-26,2025-08-26,5352
1268,404,Т-Страхование,2025-03-12,2026-03-12,10326
1269,139,АльфаСтрахование,2024-06-07,2025-06-07,5886
1270,629,Росгосстрах,2024-11-13,2025-11-13,23196
1271,35,Ингосстрах,2025-12-08,2026-12-08,23269
1272,272,Т-Страхование,2024-12-27,2025-12-27,5561
1273,584,Т-Страхование,2025-08-28,2026-08-28,10136
1274,115,Т-Страхование,2024-06-23,2025-06-23,12600
1275,1128,Ингосстрах,2026-03-11,2027-03-11,12227
1276,285,АльфаСтрахование,2025-04-05,2026-04-05,8267
1277,751,Т-Страхование,2025-07-04,2026-07-04,12557
1278,608,АльфаСтрахование,2026-01-05,2027-01-05,24823
1279,996,Т-Страхование,2026-03-14,2027-03-14,21508
1280,293,Ингосстрах,2024-06-03,2025-06-03,9206
1281,500,Росгосстрах,2026-03-04,2027-03-04,16237
1282,577,Т-Страхование,2024-06-23,2025-06-23,15062
1283,430,АльфаСтрахование,2025-01-30,2026-01-30,24880
1284,730,Ингосстрах,2024-06-30,2025-06-30,19670
1285,725,Ингосстрах,2025-11-21,2026-11-21,12794
1286,1084,АльфаСтрахование,2026-01-03,2027-01-03,16872
1287,64,Т-Страхование,2025-04-02,2026-04-02,16287
1288,518,Росгосстрах,2024-12-29,2025-12-29,11187
1289,1178,Росгосстрах,2025-06-08,2026-06-08,20448
1290,562,Ингосстрах,2025-04-02,2026-04-02,13138
1291,262,Т-Страхование,2025-12-02,2026-12-02,23634
1292,271,Росгосстрах,2024-10-07,2025-10-07,11087
1293,281,АльфаСтрахование,2026-02-10,2027-02-10,9044
1294,296,АльфаСтрахование,2024-11-01,2025-11-01,19838
1295,17,АльфаСтрахование,2025-07-31,2026-07-31,10115
1296,283,Т-Страхование,2026-02-04,2027-02-04,6939
1297,371,Т-Страхование,2025-02-23,2026-02-23,5994
1298,119,Ингосстрах,2024-11-14,2025-11-14,9552
1299,126,Т-Страхование,2026-01-09,2027-01-09,8756
1300,63,Ингосстрах,2025-02-09,2026-02-09,8579
1301,50,Т-Страхование,2026-03-27,2027-03-27,24115
1302,1016,Т-Страхование,2025-09-11,2026-09-11,20138
1303,691,АльфаСтрахование,2024-08-27,2025-08-27,9571
1304,497,Т-Страхование,2025-12-07,2026-12-07,11281
1305,992,Т-Страхование,2025-04-25,2026-04-25,11735
1306,826,Ингосстрах,2026-02-16,2027-02-16,9764
1307,239,Т-Страхование,2024-08-25,2025-08-25,22905
1308,686,Т-Страхование,2025-01-21,2026-01-21,10257
1309,347,Росгосстрах,2025-05-11,2026-05-11,13746
1310,458,Т-Страхование,2024-10-29,2025-10-29,24727
1311,184,Т-Страхование,2025-04-04,2026-04-04,14658
1312,384,АльфаСтрахование,2025-09-19,2026-09-19,23165
1313,109,Т-Страхование,2025-11-24,2026-11-24,24747
1314,182,Росгосстрах,2024-11-05,2025-11-05,22121
1315,110,Росгосстрах,2025-06-22,2026-06-22,20549
1316,614,Ингосстрах,2024-10-08,2025-10-08,15784
1317,269,Т-Страхование,2026-03-25,2027-03-25,15487
1318,408,Т-Страхование,2024-06-12,2025-06-12,5319
1319,50,Ингосстрах,2026-01-11,2027-01-11,8632
1320,70,АльфаСтрахование,2024-10-13,2025-10-13,11569
1321,449,Т-Страхование,2025-12-27,2026-12-27,10247
1322,1150,Т-Страхование,2024-05-29,2025-05-29,14385
1323,162,Росгосстрах,2025-06-30,2026-06-30,17848
1324,258,Т-Страхование,2024-05-20,2025-05-20,20449
1325,102,АльфаСтрахование,2025-12-08,2026-12-08,23082
1326,477,Росгосстрах,2024-08-20,2025-08-20,12339
1327,876,Ингосстрах,2025-05-15,2026-05-15,24068
1328,43,АльфаСтрахование,2025-09-02,2026-09-02,19149
1329,671,Т-Страхование,2025-09-05,2026-09-05,7470
1330,868,Т-Страхование,2025-06-10,2026-06-10,9839
1331,454,Росгосстрах,2025-11-16,2026-11-16,24687
1332,62,Росгосстрах,2025-11-20,2026-11-20,6277
1333,171,Ингосстрах,2024-07-11,2025-07-11,16552
1334,557,Росгосстрах,2026-03-04,2027-03-04,17283
1335,994,Ингосстрах,2026-03-19,2027-03-19,14387
1336,1057,Т-Страхование,2025-05-25,2026-05-25,5748
1337,452,Росгосстрах,2024-06-19,2025-06-19,21286
1338,200,Т-Страхование,2025-07-04,2026-07-04,13771
1339,991,Ингосстрах,2025-06-17,2026-06-17,24694
1340,46,Т-Страхование,2025-01-21,2026-01-21,10982
1341,500,АльфаСтрахование,2024-09-12,2025-09-12,22233
1342,758,АльфаСтрахование,2026-01-15,2027-01-15,12690
1343,991,АльфаСтрахование,2025-12-27,2026-12-27,17995
1344,300,АльфаСтрахование,2026-04-16,2027-04-16,5809
1345,678,Т-Страхование,2024-09-07,2025-09-07,18149
1346,310,Росгосстрах,2025-09-06,2026-09-06,20141
1347,342,Т-Страхование,2025-08-24,2026-08-24,18313
1348,497,Росгосстрах,2025-06-16,2026-06-16,22469
1349,749,Ингосстрах,2025-08-02,2026-08-02,10675
1350,208,Т-Страхование,2026-02-22,2027-02-22,9653
1351,757,АльфаСтрахование,2025-11-18,2026-11-18,24710
1352,734,Т-Страхование,2025-01-02,2026-01-02,12003
1353,1190,Ингосстрах,2025-04-28,2026-04-28,22608
1354,1008,Ингосстрах,2024-08-24,2025-08-24,11090
1355,274,Ингосстрах,2024-06-08,2025-06-08,11679
1356,599,Росгосстрах,2024-10-03,2025-10-03,24335
1357,412,Ингосстрах,2025-02-02,2026-02-02,9671
1358,791,АльфаСтрахование,2026-01-07,2027-01-07,18410
1359,454,Ингосстрах,2024-06-18,2025-06-18,13345
1360,614,АльфаСтрахование,2025-08-07,2026-08-07,5209
1361,515,Росгосстрах,2025-02-23,2026-02-23,5596
1362,759,Ингосстрах,2026-03-13,2027-03-13,16052
1363,1086,Т-Страхование,2025-03-26,2026-03-26,5356
1364,144,АльфаСтрахование,2024-10-24,2025-10-24,19859
1365,1005,АльфаСтрахование,2025-02-02,2026-02-02,23063
1366,798,Т-Страхование,2025-01-30,2026-01-30,15386
1367,889,Т-Страхование,2024-06-12,2025-06-12,22606
1368,49,Т-Страхование,2025-02-22,2026-02-22,11378
1369,635,Ингосстрах,2024-06-11,2025-06-11,20048
1370,255,Росгосстрах,2025-10-31,2026-10-31,20208
1371,215,Т-Страхование,2025-05-28,2026-05-28,21803
1372,46,Т-Страхование,2024-07-28,2025-07-28,16522
1373,663,Росгосстрах,2025-02-06,2026-02-06,10635
1374,876,Ингосстрах,2024-04-29,2025-04-29,20608
1375,275,АльфаСтрахование,2026-03-14,2027-03-14,11608
1376,158,Ингосстрах,2024-07-15,2025-07-15,18504
1377,601,АльфаСтрахование,2026-01-31,2027-01-31,6511
1378,311,Росгосстрах,2025-04-13,2026-04-13,19614
1379,809,Ингосстрах,2025-02-19,2026-02-19,20970
1380,1175,Т-Страхование,2024-08-05,2025-08-05,17933
1381,933,Ингосстрах,2024-07-28,2025-07-28,22111
1382,166,АльфаСтрахование,2024-07-29,2025-07-29,14811
1383,468,Ингосстрах,2025-10-14,2026-10-14,13880
1384,950,Т-Страхование,2024-08-18,2025-08-18,17456
1385,345,АльфаСтрахование,2025-03-08,2026-03-08,18000
1386,1166,Т-Страхование,2025-10-31,2026-10-31,18365
1387,508,Т-Страхование,2026-01-13,2027-01-13,23009
1388,876,Росгосстрах,2026-01-13,2027-01-13,10956
1389,11,Ингосстрах,2025-03-17,2026-03-17,16582
1390,1011,Т-Страхование,2025-06-02,2026-06-02,18436
1391,987,Ингосстрах,2024-08-23,2025-08-23,6868
1392,518,Ингосстрах,2025-02-25,2026-02-25,5998
1393,811,АльфаСтрахование,2024-05-22,2025-05-22,16434
1394,175,Росгосстрах,2025-11-02,2026-11-02,7845
1395,711,Ингосстрах,2025-08-08,2026-08-08,19051
1396,704,АльфаСтрахование,2025-02-21,2026-02-21,9612
1397,933,Росгосстрах,2025-07-05,2026-07-05,11211
1398,830,АльфаСтрахование,2025-02-24,2026-02-24,13467
