fine_id,car_id,date,violation,amount,status
2121,494,2023-07-21,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2122,742,2025-12-25,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2123,1036,2026-04-23,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2124,992,2024-01-03,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2125,858,2025-05-03,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2126,1102,2026-04-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2127,1198,2024-04-12,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2128,534,2025-12-14,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2129,643,2023-11-11,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2130,863,2024-06-11,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2131,1180,2024-12-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2132,369,2025-04-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2133,342,2025-08-07,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2134,1136,2024-04-17,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2135,207,2023-09-09,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2136,884,2024-08-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2137,150,2026-03-30,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2138,795,2024-12-16,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2139,262,2024-07-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2140,495,2023-12-24,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2141,690,2024-09-23,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2142,221,2023-06-07,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2143,152,2025-06-21,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2144,920,2025-07-05,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2145,893,2024-01-22,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2146,276,2024-04-27,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2147,1044,2023-11-29,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2148,758,2024-06-08,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2149,777,2025-12-31,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2150,1042,2024-02-26,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2151,199,2025-12-18,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2152,699,2025-01-21,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2153,1076,2025-09-27,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2154,585,2025-02-22,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2155,366,2025-12-22,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2156,432,2024-08-10,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2157,1178,2026-03-02,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2158,204,2025-03-19,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2159,243,2026-03-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2160,899,2025-05-25,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2161,591,2024-03-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2162,218,2023-12-10,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2163,289,2024-05-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2164,1042,2025-05-27,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2165,82,2023-12-23,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2166,1102,2024-05-25,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2167,1001,2025-10-28,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2168,757,2024-01-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2169,874,2025-11-17,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2170,259,2024-01-06,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2171,225,2026-01-26,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2172,911,2023-09-05,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2173,539,2024-05-11,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2174,571,2024-04-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2175,725,2023-11-24,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2176,153,2024-08-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2177,687,2023-05-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2178,152,2024-12-25,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2179,79,2023-08-13,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2180,651,2025-07-05,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2181,73,2025-01-08,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2182,504,2026-03-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2183,451,2025-12-03,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2184,963,2026-01-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2185,1018,2024-07-15,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2186,182,2025-01-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2187,7,2023-05-25,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2188,1143,2024-10-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2189,80,2024-12-29,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2190,779,2025-10-24,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2191,715,2023-12-12,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2192,615,2025-03-19,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2193,994,2024-05-19,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2194,732,2024-11-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2195,198,2023-06-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2196,860,2024-11-13,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2197,507,2026-04-19,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2198,361,2025-01-14,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2199,233,2025-12-08,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2200,263,2024-10-31,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2201,1002,2026-02-22,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2202,60,2025-07-15,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2203,441,2024-01-09,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2204,125,2024-12-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2205,536,2023-08-31,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2206,802,2025-02-19,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2207,817,2025-10-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2208,550,2023-09-18,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2209,696,2024-02-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2210,632,2024-06-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2211,1173,2024-04-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2212,423,2025-12-25,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2213,676,2025-07-13,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2214,41,2026-03-07,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2215,777,2023-08-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2216,723,2023-12-22,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2217,130,2024-10-01,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2218,432,2025-09-10,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2219,322,2023-07-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2220,470,2024-02-06,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2221,766,2024-09-02,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2222,1133,2024-12-22,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2223,74,2024-01-11,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2224,210,2023-08-31,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2225,87,2025-11-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2226,50,2025-03-11,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2227,70,2024-06-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2228,774,2025-05-01,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2229,553,2025-03-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2230,152,2023-07-06,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2231,42,2024-08-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2232,311,2024-07-28,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2233,802,2023-07-23,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2234,640,2024-07-28,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2235,1050,2023-12-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2236,562,2024-06-10,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2237,542,2023-10-09,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2238,966,2024-07-15,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2239,191,2023-12-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2240,1149,2026-04-04,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2241,1093,2026-03-11,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2242,36,2025-01-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2243,764,2024-08-25,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2244,927,2024-11-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2245,814,2023-12-20,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2246,758,2025-02-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2247,637,2023-08-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2248,196,2024-12-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2249,1004,2023-07-18,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2250,290,2024-05-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2251,1072,2025-01-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2252,477,2024-07-28,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2253,517,2024-05-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2254,309,2023-06-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2255,833,2023-06-05,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2256,429,2025-03-05,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2257,1118,2023-12-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2258,660,2024-08-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2259,1054,2025-04-12,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2260,216,2024-12-25,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2261,770,2024-12-15,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2262,332,2026-03-30,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2263,341,2023-05-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2264,80,2024-10-29,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2265,350,2024-03-27,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2266,998,2023-08-13,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2267,857,2024-03-27,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2268,241,2025-12-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2269,556,2026-04-20,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2270,762,2025-05-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2271,290,2025-07-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2272,761,2024-03-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2273,967,2025-04-11,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2274,278,2024-07-08,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2275,21,2025-05-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2276,308,2024-11-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2277,639,2024-12-04,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2278,193,2025-11-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2279,194,2024-04-06,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2280,321,2025-05-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2281,463,2025-04-26,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2282,395,2025-05-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2283,1197,2024-02-06,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2284,826,2024-08-10,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2285,1109,2024-01-22,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2286,159,2024-05-27,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2287,444,2024-01-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2288,1155,2025-05-12,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2289,785,2025-06-24,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2290,568,2024-08-20,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2291,970,2026-04-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2292,475,2023-08-14,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2293,301,2024-01-22,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2294,1,2025-08-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2295,281,2026-02-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2296,872,2025-05-26,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2297,620,2026-01-12,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2298,494,2025-01-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2299,790,2023-10-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2300,639,2023-11-17,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2301,1087,2025-06-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2302,439,2023-12-04,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2303,293,2025-02-14,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2304,905,2023-10-05,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2305,247,2023-12-27,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2306,714,2024-07-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2307,955,2025-10-16,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2308,869,2025-11-30,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2309,392,2025-08-31,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2310,22,2025-04-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2311,1078,2025-03-20,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2312,636,2025-11-25,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2313,520,2025-09-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2314,560,2025-11-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2315,981,2024-07-12,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2316,562,2026-02-10,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2317,63,2025-06-16,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2318,931,2023-08-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2319,1118,2025-10-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2320,757,2024-08-20,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2321,363,2026-04-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2322,170,2023-06-20,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2323,115,2025-01-15,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2324,644,2025-08-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2325,569,2023-10-30,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2326,35,2024-01-24,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2327,347,2025-04-04,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2328,751,2024-10-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2329,853,2025-01-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2330,134,2023-09-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2331,303,2023-05-10,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2332,354,2024-07-24,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2333,407,2023-06-20,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2334,355,2025-09-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2335,638,2025-02-12,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2336,242,2025-04-26,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2337,177,2024-02-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2338,181,2023-12-02,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2339,374,2024-09-07,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2340,651,2025-07-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2341,347,2024-12-24,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2342,768,2025-06-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2343,631,2024-06-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2344,272,2025-07-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2345,588,2023-08-13,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2346,1158,2023-06-09,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2347,386,2024-12-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2348,363,2023-12-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2349,901,2024-06-25,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2350,728,2025-04-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2351,1072,2023-08-17,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2352,76,2024-12-15,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2353,790,2024-10-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2354,432,2024-12-22,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2355,711,2025-12-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2356,425,2024-02-19,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2357,1130,2025-12-26,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2358,186,2026-04-13,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2359,529,2025-08-02,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2360,65,2025-02-03,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2361,382,2024-08-28,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2362,662,2023-08-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2363,70,2024-02-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2364,735,2023-06-02,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2365,326,2024-09-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2366,690,2024-06-05,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2367,384,2023-10-13,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2368,334,2024-10-26,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2369,45,2023-11-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2370,935,2025-06-12,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2371,818,2023-06-03,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2372,518,2025-05-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2373,692,2025-06-10,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2374,615,2025-02-06,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2375,1039,2024-08-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2376,552,2025-04-14,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2377,59,2025-05-14,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2378,616,2023-05-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2379,407,2023-10-17,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2380,286,2025-02-04,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2381,111,2025-10-12,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2382,290,2024-11-27,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2383,811,2023-11-25,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2384,303,2023-05-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2385,618,2023-12-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2386,484,2026-02-17,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2387,185,2024-04-29,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2388,1138,2024-02-17,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2389,11,2024-12-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2390,205,2023-11-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2391,436,2025-05-26,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2392,950,2023-06-10,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2393,794,2025-01-04,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2394,819,2024-11-20,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
2395,870,2024-05-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2396,147,2026-03-05,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2397,56,2025-09-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2398,365,2023-08-14,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
2399,742,2024-03-12,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2400,816,2025-04-26,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2401,283,2025-08-09,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2402,433,2025-10-31,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2403,696,2024-09-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2404,872,2024-12-15,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2405,793,2026-03-30,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2406,72,2023-11-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2407,368,2024-03-02,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2408,218,2024-09-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2409,710,2024-07-24,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2410,829,2024-04-08,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2411,330,2024-11-11,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2412,1039,2026-01-27,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2413,24,2023-08-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2414,866,2024-01-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2415,871,2025-10-24,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2416,923,2023-05-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2417,687,2024-08-19,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2418,229,2024-11-02,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2419,1089,2025-08-17,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2420,308,2025-09-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2421,529,2025-01-28,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2422,932,2024-03-29,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2423,577,2025-08-27,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2424,943,2024-10-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2425,757,2025-11-15,Непристегнутый ремень (12.6 КоАП),1000,оплачен
2426,607,2024-11-09,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
2427,1112,2023-11-24,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2428,731,2024-07-17,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2429,665,2023-07-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
2430,229,2024-10-02,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2431,1089,2023-06-23,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2432,359,2023-07-21,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2433,259,2024-06-28,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2434,883,2024-08-26,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
2435,939,2023-09-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
2436,1073,2023-05-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
2437,157,2025-01-03,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2438,301,2026-01-16,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2439,783,2024-12-06,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
2440,692,2025-01-15,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
2441,866,2023-05-13,Нарушение правил парковки (12.19 КоАП),1500,оплачен
